sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
10.496,40.395,3.981,0.215,26.058,24.686,21.964,11.989,8.167,31.879
9.567,45.602,12.450,13.740,2.492,9.344,7.731,1.895,9.886,24.293
22.119,3.255,12.285,18.998,3.042,15.518,17.984,45.434,34.571,3.376
5.664,32.250,20.316,0.384,10.315,8.911,3.687,24.411,0.855,6.043
4.926,21.257,5.791,23.650,12.418,4.099,7.709,21.040,2.012,0.714
6.089,1.032,13.879,4.431,1.304,16.581,5.831,34.275,3.597,0.427
8.006,34.519,4.757,5.737,21.886,2.984,23.361,3.448,12.327,11.602
22.352,7.392,12.539,7.405,4.096,2.880,24.926,10.643,22.500,34.566
30.486,1.761,10.235,17.122,8.025,0.648,4.781,20.643,27.239,15.368
4.543,27.605,8.142,10.199,8.800,38.043,30.345,28.950,24.938,18.984
35.927,28.309,2.213,10.097,34.921,2.946,3.419,27.238,27.483,0.413
9.516,27.266,1.876,13.389,10.863,26.496,19.257,6.378,8.029,33.110
33.000,5.310,1.689,13.424,11.217,0.589,7.939,0.819,3.255,19.080
11.391,32.080,8.102,5.021,3.800,2.881,10.346,15.011,20.533,37.418
9.539,8.771,0.200,14.415,4.745,43.089,11.012,27.217,2.896,7.054
8.801,15.023,21.028,10.273,3.766,2.177,11.494,26.692,1.422,3.713
3.924,7.367,6.805,1.378,2.077,26.602,4.598,5.153,9.013,6.205
19.068,8.942,14.081,1.759,28.698,1.298,1.861,3.767,37.434,9.373
30.708,21.153,7.932,1.402,19.771,7.403,24.450,16.267,11.656,22.769
3.510,4.517,9.884,22.124,1.673,10.624,18.946,14.521,5.441,0.534
30.904,4.959,0.046,5.291,26.828,8.047,10.415,3.930,1.054,1.446
17.830,0.626,2.354,19.175,6.427,30.054,17.169,11.226,25.993,7.090
6.369,1.423,7.980,7.489,1.999,8.258,36.140,4.899,21.193,16.313
2.476,3.934,1.914,2.366,1.188,0.828,7.489,6.002,15.796,10.884
36.818,19.519,22.450,1.459,0.450,6.318,1.784,26.053,1.636,10.212
8.858,0.867,0.689,3.768,0.912,12.639,13.026,46.635,4.020,21.015
0.994,39.400,38.089,1.335,21.884,8.199,18.978,3.244,3.849,22.417
27.580,30.765,1.805,19.283,35.501,20.624,9.881,2.587,13.978,25.924
5.166,13.609,1.035,10.731,0.572,1.711,11.066,19.219,22.686,6.341
2.300,22.524,0.852,7.190,18.537,37.090,0.554,26.825,2.786,17.813
16.064,0.846,3.152,16.861,9.381,5.731,13.450,26.605,8.313,6.592
3.988,9.001,20.705,7.412,1.880,6.969,7.033,0.851,6.133,19.272
13.620,4.528,5.057,22.489,6.969,5.374,34.711,19.684,4.487,5.311
0.923,3.807,4.841,23.978,27.193,5.442,3.720,20.310,1.592,3.815
17.716,13.816,22.149,17.057,1.765,6.673,0.637,20.876,4.384,3.588
10.252,32.464,11.979,12.866,2.825,10.723,10.447,25.564,17.915,14.929
0.833,10.924,1.672,36.914,8.851,0.066,22.200,0.873,20.325,12.715
9.813,2.584,18.832,18.172,6.672,6.370,5.606,20.821,44.885,20.163
6.764,6.354,24.585,9.917,3.022,17.705,43.948,30.418,5.764,13.005
10.941,8.516,2.052,25.853,21.389,27.220,2.294,6.244,16.469,26.482
13.412,3.961,12.557,19.405,4.720,3.848,3.961,4.867,20.520,6.164
3.294,15.305,16.513,21.263,14.755,15.990,0.150,1.843,0.612,8.917
4.175,1.673,3.010,32.080,1.598,7.644,35.417,10.134,21.501,35.086
5.994,5.946,17.904,28.376,10.736,10.246,9.727,3.461,2.232,21.403
19.536,32.132,32.556,6.865,2.702,30.294,18.785,4.198,9.701,0.008
25.947,13.727,44.238,13.894,13.770,27.813,8.556,6.382,34.249,3.719
5.161,20.694,11.064,20.543,5.588,29.263,20.491,28.943,25.689,25.543
7.128,2.158,23.981,0.187,12.139,3.920,1.152,32.519,10.952,0.527
6.020,2.808,1.759,6.098,2.288,3.306,6.711,11.953,38.233,4.404
14.419,6.783,9.386,19.959,7.450,4.075,14.041,27.747,20.439,2.204
17.157,0.737,1.900,29.381,0.424,14.591,11.654,22.503,4.863,5.478
20.636,15.073,4.943,34.427,12.860,18.285,5.708,7.199,7.510,0.099
9.803,27.602,23.398,39.753,10.071,0.636,19.786,11.810,20.493,18.999
8.100,35.564,9.345,15.326,8.419,16.924,6.038,2.931,26.425,14.846
6.567,22.367,21.492,13.141,13.707,10.960,1.957,37.154,12.642,2.840
11.601,1.424,19.731,16.781,6.376,1.539,11.072,15.424,8.549,31.489
23.505,28.510,4.258,21.175,0.604,27.041,33.798,1.371,7.923,13.893
7.313,1.810,0.184,6.636,0.955,9.539,5.939,30.411,3.213,4.245
13.135,40.708,7.359,5.758,22.415,7.680,1.309,11.853,10.703,21.353
4.077,19.506,1.977,11.951,12.808,25.997,40.583,29.244,1.895,20.795
30.142,24.034,2.321,3.650,19.299,3.940,0.645,37.897,12.832,2.818
22.584,11.958,0.064,0.806,0.045,11.089,20.942,15.222,9.621,13.772
13.473,2.381,6.518,35.628,13.640,2.539,1.027,34.374,38.323,21.311
12.925,15.903,8.881,20.192,3.015,0.188,2.818,25.577,30.807,9.669
1.954,14.792,3.916,0.261,2.765,9.859,11.077,22.226,20.542,6.639
10.066,5.476,4.990,0.083,5.265,2.923,2.959,19.232,2.459,10.739
29.238,7.240,7.315,4.591,16.369,3.433,19.637,0.899,27.240,20.853
19.666,0.104,9.992,0.572,7.223,7.731,5.235,33.525,4.272,49.315
3.433,7.418,28.384,5.741,36.719,1.568,6.570,18.265,19.204,1.335
1.340,14.081,35.235,10.654,26.874,11.289,18.890,0.512,12.287,0.862
39.249,26.284,0.814,2.947,5.775,0.741,4.874,0.187,25.555,25.327
18.805,36.880,3.126,2.167,1.323,37.179,3.488,34.488,0.488,11.154
2.122,24.595,20.471,1.956,2.287,7.271,6.913,21.994,5.736,5.661
6.153,12.889,11.896,5.627,26.754,20.730,8.666,0.632,16.664,7.031
4.785,9.495,12.271,0.009,14.263,7.198,2.864,4.094,3.990,9.510
3.146,5.868,9.714,18.276,5.355,19.470,14.606,1.355,23.691,39.971
34.331,17.152,9.536,19.035,25.539,3.962,0.108,4.134,0.664,17.060
6.161,28.515,17.815,25.558,15.058,10.978,4.510,22.180,6.539,8.242
1.943,5.559,17.531,10.493,18.573,12.627,1.169,3.622,4.539,4.632
11.821,23.812,29.340,2.282,16.268,3.163,14.669,5.751,19.691,1.429
18.263,2.141,6.591,3.069,0.905,16.362,5.775,13.965,8.037,5.761
4.042,22.649,12.637,0.858,23.649,6.221,11.735,12.284,0.545,43.867
7.108,4.822,21.386,4.067,14.512,26.372,24.535,16.879,0.193,1.283
27.991,26.153,21.676,4.289,13.527,25.589,41.350,13.998,14.178,3.448
8.185,0.078,6.597,7.225,34.309,16.066,18.504,19.919,1.649,8.351
0.640,21.584,31.422,17.300,3.742,22.959,4.393,3.189,14.735,15.383
5.472,22.842,14.446,29.685,28.823,3.884,3.280,23.803,19.335,9.398
0.722,25.284,3.224,4.223,3.475,0.215,26.677,36.372,26.340,34.695
0.303,12.188,8.802,4.621,2.913,5.370,8.488,0.469,6.485,14.159
10.122,4.820,6.394,0.333,4.053,0.867,34.769,33.082,10.835,11.480
1.473,16.563,0.763,15.467,18.578,7.270,7.659,11.765,10.336,21.215
22.821,35.890,4.990,33.146,26.973,6.993,19.189,31.772,0.535,0.871
0.661,16.110,1.778,26.583,18.206,7.412,33.425,9.184,4.519,1.641
19.545,20.824,7.504,0.208,10.706,4.537,1.958,9.006,24.851,9.286
22.926,32.903,16.156,33.407,0.422,7.056,0.837,16.942,1.795,2.438
21.215,36.718,14.607,42.733,9.483,4.434,14.818,5.710,31.691,1.032
41.427,14.552,10.177,3.826,3.698,2.734,18.575,6.706,0.327,11.806
0.347,0.147,4.428,14.596,6.738,6.264,11.321,10.410,15.699,35.895
0.555,15.004,22.982,45.338,3.935,18.788,22.677,25.773,0.012,8.252
10.560,26.823,3.271,1.221,10.339,19.473,5.452,1.364,22.052,3.280
21.131,25.689,2.626,0.870,1.966,19.202,4.879,1.422,22.809,17.089
3.513,23.239,8.711,12.678,1.991,7.177,8.353,0.829,1.739,24.464
21.260,8.622,22.528,5.392,4.502,0.307,6.288,22.542,0.482,14.635
30.433,6.812,1.361,4.242,5.764,14.382,3.241,38.839,25.820,19.856
4.754,0.371,11.672,37.349,9.236,4.605,7.603,3.356,11.109,34.249
5.054,6.783,34.647,17.342,0.164,12.662,9.683,16.143,8.496,18.994
12.061,9.076,10.218,19.303,1.962,10.610,6.548,26.829,32.711,22.834
7.234,26.926,27.139,10.365,25.608,14.198,0.482,3.736,33.602,34.911
16.904,0.158,6.580,22.306,4.338,12.525,19.470,5.385,2.036,15.648
7.833,11.125,40.569,5.260,1.488,12.271,15.395,33.402,10.723,13.954
23.035,3.918,14.786,15.254,7.020,5.619,8.590,30.055,15.166,42.372
26.566,17.764,30.456,23.205,37.429,5.681,0.177,4.591,2.963,10.735
19.020,32.273,15.748,6.482,6.755,1.964,4.860,1.815,1.275,11.733
6.621,1.183,1.419,3.604,1.618,12.858,1.932,13.377,5.279,1.094
15.674,17.197,12.541,3.029,12.570,7.608,0.968,31.981,0.552,0.330
40.277,21.849,10.163,6.142,13.597,42.762,6.452,6.612,13.584,14.840
1.967,1.416,7.938,2.189,23.888,15.937,7.109,8.055,10.946,4.384
2.060,24.966,7.478,2.654,28.498,12.452,28.027,7.654,1.277,5.166
1.910,11.595,16.958,9.379,1.950,9.196,3.267,26.835,12.497,8.048
6.994,0.863,13.323,18.051,4.549,6.967,17.270,24.207,4.674,20.824
19.750,16.664,1.529,21.381,34.468,11.789,0.234,7.332,19.917,44.720
9.977,24.703,2.050,9.615,28.944,12.804,18.484,0.738,0.366,47.715
25.149,11.679,10.548,22.491,4.977,22.896,8.133,9.069,1.712,25.864
0.663,11.912,10.179,13.360,6.320,4.481,5.706,26.210,0.269,33.333
38.234,7.295,1.640,8.148,22.476,20.810,16.831,5.621,21.378,3.245
16.741,31.154,15.804,18.759,6.218,0.560,37.381,0.297,0.100,28.988
18.046,8.209,5.517,5.831,11.253,7.039,8.626,24.922,0.841,15.149
36.310,17.307,31.746,1.705,24.920,31.112,26.658,14.620,0.069,17.656
2.864,14.015,1.213,0.687,0.387,13.730,2.573,10.577,13.154,25.833
3.887,11.590,1.747,4.778,4.552,23.977,23.957,42.994,0.496,4.723
9.884,24.491,17.902,0.107,3.597,13.137,21.628,26.872,24.032,10.077
4.810,1.558,9.637,9.819,3.855,2.532,22.002,19.883,14.389,5.535
2.614,14.235,2.189,1.378,26.392,2.988,23.654,19.422,0.178,16.268
40.325,40.218,13.247,22.976,2.239,17.252,7.072,10.057,12.378,4.619
28.026,6.565,6.608,6.042,7.008,2.184,0.912,11.834,3.511,1.317
21.605,6.390,9.419,22.696,31.637,7.157,13.754,5.933,0.493,2.392
15.763,2.842,1.606,2.036,20.521,10.194,4.291,40.288,4.432,27.244
11.356,27.087,8.391,29.304,6.551,0.913,7.303,4.747,0.032,2.572
7.935,9.508,36.806,7.223,27.637,4.960,27.934,38.660,5.131,1.400
16.091,11.032,10.598,22.943,0.889,5.874,5.601,28.204,1.120,10.879
12.945,26.236,1.513,6.451,1.359,2.999,0.815,0.192,14.485,1.220
7.320,10.139,33.108,30.893,3.547,6.051,17.595,2.327,2.320,18.809
10.967,0.024,42.191,38.068,5.348,18.227,7.207,0.001,6.033,12.425
41.523,1.435,2.038,4.639,37.965,32.659,0.697,27.976,11.967,0.261
9.208,38.499,0.318,4.862,7.397,31.962,0.052,8.210,22.713,8.943
20.836,14.048,5.523,1.642,7.971,15.329,9.931,2.313,0.165,23.500
1.539,4.437,5.749,25.044,3.650,23.957,0.689,1.014,2.157,5.855
1.996,17.336,29.865,17.467,9.165,13.646,9.621,2.373,34.629,0.638
0.009,9.387,28.112,5.770,1.397,36.578,16.037,2.402,11.787,7.636
0.705,0.064,11.969,0.006,2.562,15.325,16.933,9.739,6.311,5.814
7.447,4.874,35.937,36.504,22.076,4.041,4.194,20.302,25.266,4.836
21.764,1.220,5.345,0.658,16.204,0.543,24.338,1.459,10.626,9.619
5.422,1.544,2.701,46.195,0.771,15.033,26.372,20.649,8.195,24.397
7.455,32.482,1.326,47.411,0.646,2.658,5.176,22.472,18.690,1.609
5.902,15.400,31.419,30.676,30.341,0.180,2.846,6.747,3.518,0.389
4.434,6.383,18.417,35.065,13.022,4.178,5.290,10.709,19.386,2.799
1.074,12.231,4.985,26.844,1.043,2.224,5.547,1.939,33.284,7.327
13.206,24.999,29.922,11.644,10.637,4.271,4.333,31.127,1.012,0.781
15.168,14.411,4.698,19.919,5.370,0.124,35.057,23.550,13.792,1.491
30.091,0.371,7.725,1.591,8.074,23.734,4.509,13.529,5.045,27.694
0.069,16.770,3.994,8.948,37.151,22.616,2.195,0.015,20.322,4.941
2.798,33.013,2.257,2.364,9.261,3.514,19.630,1.547,2.033,5.620
1.561,6.050,19.477,7.155,4.401,34.030,0.232,10.951,2.623,21.148
17.429,3.038,34.765,0.501,6.118,4.721,23.127,18.494,1.729,22.002
1.087,1.198,9.619,20.239,14.777,9.078,1.097,32.530,4.343,5.496
3.860,9.484,31.030,15.858,20.105,4.039,29.062,3.931,3.602,39.640
7.649,0.281,12.863,3.756,5.407,1.520,9.652,19.022,8.218,16.639
2.819,2.105,13.438,2.509,13.494,41.117,32.315,4.549,1.524,4.954
3.083,1.123,0.128,2.035,3.601,1.271,2.834,21.320,9.598,0.461
13.382,9.816,5.787,4.145,15.832,30.588,12.638,5.194,0.553,0.367
25.955,12.910,5.322,4.681,38.983,15.992,24.976,23.559,1.091,34.860
1.101,9.739,8.360,14.224,0.461,21.758,1.541,40.903,13.457,6.318
1.389,9.118,8.041,5.127,3.641,13.642,13.277,3.893,0.304,3.962
21.065,44.967,14.392,2.934,18.015,9.572,5.867,39.211,3.802,7.685
26.411,10.196,15.885,6.281,35.847,6.133,46.915,7.081,0.234,17.706
25.495,0.728,1.268,10.816,7.444,1.251,30.741,40.933,25.656,14.533
23.879,20.703,17.181,11.037,2.007,2.663,33.572,4.247,46.160,5.171
3.766,3.060,0.561,5.012,34.243,2.834,5.781,0.411,2.207,14.634
12.532,11.838,19.235,25.758,11.286,31.771,4.120,12.948,10.462,16.257
30.821,0.821,31.468,9.493,4.451,0.377,9.581,0.792,12.136,2.709
13.215,9.005,3.508,11.793,21.721,25.198,13.296,5.794,2.968,2.256
5.595,7.631,33.181,7.470,0.963,11.494,9.899,22.962,33.560,21.590
26.895,3.687,8.892,40.535,2.481,19.069,3.721,0.142,40.061,12.314
11.979,6.276,4.354,6.833,1.590,2.729,3.390,1.659,15.983,39.152
9.572,30.897,14.995,1.024,8.772,17.082,6.696,24.572,9.714,15.879
9.017,37.061,1.549,21.821,18.169,6.517,10.428,25.570,2.698,0.777
29.190,3.027,5.323,23.473,37.499,35.762,12.411,8.768,22.119,34.284
5.982,7.232,28.076,20.686,0.432,2.980,3.377,0.616,27.152,2.559
20.434,3.837,21.231,3.804,0.917,8.010,17.838,6.697,19.269,45.128
4.219,14.504,23.897,25.117,5.139,21.983,9.545,0.073,5.619,20.190
18.318,4.864,19.628,16.911,17.493,8.877,2.806,16.755,10.770,16.433
35.847,4.572,9.709,5.621,7.480,8.771,8.233,37.738,21.893,3.780
17.740,27.180,8.121,35.347,0.871,18.557,9.239,4.803,17.099,0.778
14.753,10.023,38.729,4.221,7.575,10.753,4.874,13.914,16.737,12.442
6.548,34.052,18.271,0.279,14.265,5.056,38.689,15.820,29.728,1.761
30.879,7.892,4.933,26.029,3.937,1.984,2.360,2.130,7.640,4.095
26.670,29.856,1.808,12.457,16.359,4.350,7.141,12.146,27.568,36.720
3.867,8.189,32.344,9.831,20.899,34.502,4.990,17.567,22.130,6.223
13.157,6.664,15.583,8.785,14.691,5.182,5.681,10.447,6.575,2.077
0.418,2.603,21.520,4.119,3.715,7.527,3.894,9.889,8.684,0.111
24.730,7.934,3.798,7.146,0.251,2.957,8.975,0.370,1.948,11.638
2.280,14.006,0.627,7.989,4.419,6.250,0.343,0.199,2.382,31.895
28.071,38.518,18.389,15.787,12.384,0.427,0.872,35.209,2.848,1.310
24.578,18.449,39.093,0.620,25.625,9.347,1.761,41.625,5.229,7.832
25.180,2.271,13.721,8.094,0.824,0.991,0.862,23.402,2.306,2.828
3.803,27.135,23.440,14.415,38.897,10.428,38.579,15.162,21.450,18.838
34.817,7.404,16.969,1.016,14.157,0.743,12.415,1.501,31.159,19.865
8.231,8.390,2.433,3.820,4.710,4.182,33.084,37.195,9.750,20.345
13.598,44.789,10.018,4.879,1.733,42.456,16.079,10.389,1.535,6.215
6.854,24.510,19.065,0.881,0.619,48.895,12.784,11.667,19.880,13.240
0.819,2.296,6.328,45.908,2.209,6.140,8.168,3.759,7.257,17.362
5.845,20.742,7.668,1.006,7.582,23.108,13.294,14.596,6.103,0.931
13.524,10.433,2.858,0.246,25.538,2.414,14.860,23.804,0.952,4.202
5.817,0.033,1.546,15.262,12.507,3.496,2.405,1.787,9.394,0.321
4.785,8.330,29.627,0.588,12.786,21.185,1.942,0.075,26.700,7.906
7.701,5.385,3.743,0.856,46.987,0.401,1.048,3.136,8.851,12.156
18.914,25.646,5.970,3.902,25.617,1.609,7.618,11.846,0.480,1.271
34.076,10.063,5.167,9.459,4.587,0.369,8.656,39.820,24.279,1.750
9.665,32.921,0.596,44.103,1.084,2.184,14.067,6.386,6.061,8.785
16.071,10.390,28.582,14.841,1.987,30.950,1.267,12.326,16.574,0.081
6.570,18.526,21.838,1.524,3.129,1.543,7.742,2.954,18.578,5.661
15.176,9.826,29.129,6.247,12.376,19.376,4.527,31.459,3.706,0.132
0.393,13.759,10.516,5.897,8.827,4.732,6.652,23.788,5.403,3.572
1.773,15.070,5.495,24.341,1.796,28.561,6.980,6.907,5.526,19.320
1.756,20.924,4.118,11.054,4.660,12.076,2.302,8.417,13.816,11.493
37.258,31.272,26.787,12.833,1.965,6.029,0.493,13.623,0.673,0.462
17.329,8.269,0.865,6.774,4.897,14.481,0.609,6.018,11.072,4.836
20.705,4.768,14.115,12.693,0.584,20.423,5.799,1.314,6.825,5.834
18.130,7.676,27.444,0.562,4.708,38.763,7.993,9.391,26.194,16.486
35.217,16.137,19.550,19.363,1.330,9.241,2.950,0.047,2.371,1.586
5.933,4.206,43.764,17.495,12.105,23.301,4.932,17.355,1.194,5.819
15.569,10.900,6.743,1.206,19.713,2.747,21.101,4.168,4.274,30.171
18.406,1.671,9.866,24.860,23.294,42.316,2.361,18.068,4.821,8.680
24.077,4.517,4.783,4.686,19.359,23.700,9.237,3.873,13.247,0.133
12.010,12.386,17.389,8.940,6.299,42.454,36.612,14.186,2.503,35.742
0.593,30.877,6.410,7.935,1.577,7.253,1.150,1.559,5.098,1.836
15.502,0.550,30.143,14.091,20.644,27.935,1.425,2.787,5.014,18.853
3.546,0.330,2.798,7.910,11.740,15.312,10.118,4.761,2.657,0.594
18.143,1.787,11.122,2.338,11.739,1.373,1.535,6.696,3.543,34.909
8.908,22.727,9.321,11.977,4.265,20.970,0.147,3.326,16.247,3.254
47.636,10.668,11.532,19.090,2.858,6.423,1.509,3.845,10.077,10.103
26.693,0.250,0.711,3.215,26.252,31.080,0.624,14.811,32.355,23.735
2.121,24.802,15.043,5.367,15.003,0.447,3.492,6.867,6.572,31.300
14.567,16.703,6.253,12.201,11.392,5.688,5.939,0.646,1.492,19.350
5.468,26.557,32.085,2.461,18.152,5.003,9.753,4.678,5.627,25.573
1.619,6.689,7.157,24.701,10.402,3.251,2.987,3.834,0.574,27.143
9.982,0.077,1.628,3.054,1.009,24.647,11.526,12.738,15.071,2.922
32.405,10.389,23.503,1.836,11.507,31.880,9.849,5.048,8.217,8.793
40.523,13.573,1.016,1.579,22.966,21.177,11.048,13.602,18.187,20.728
2.863,2.314,30.031,2.893,10.795,20.065,12.443,35.812,8.041,6.897
26.689,32.636,6.165,4.844,16.441,10.171,3.029,20.748,7.145,0.848
5.919,5.600,23.835,20.060,15.254,3.897,1.545,0.280,23.248,19.986
6.332,16.133,12.420,18.170,0.796,2.997,0.398,2.629,20.465,10.127
2.878,2.665,42.343,7.021,8.977,2.100,16.049,9.286,2.573,16.139
17.576,11.041,36.675,8.716,5.287,8.141,17.999,1.940,4.093,0.280
9.990,15.885,11.861,3.736,11.715,0.782,19.902,8.885,10.992,22.284
6.681,10.483,28.803,28.622,3.230,10.108,13.683,5.189,26.135,4.364
1.300,12.137,39.468,16.622,0.571,1.390,1.042,11.927,3.023,11.429
5.439,2.667,0.176,14.899,38.651,16.645,5.803,25.046,8.472,14.177
1.822,7.092,26.943,1.808,1.788,2.458,38.467,22.147,0.667,11.959
3.756,0.624,9.815,7.232,15.897,9.955,0.001,17.076,9.744,1.441
3.448,23.367,5.924,45.045,1.937,2.483,38.132,3.718,8.605,17.994
4.611,44.135,9.519,15.496,18.600,31.073,1.228,25.984,23.225,1.869
2.720,3.880,9.817,19.720,4.785,3.655,19.346,16.069,24.431,26.275
2.028,4.524,30.920,1.517,1.302,1.875,15.008,6.653,5.616,0.991
5.830,4.516,25.864,23.125,1.459,30.442,19.561,16.017,8.840,6.171
1.713,8.834,2.178,8.586,6.183,10.058,1.660,11.319,3.712,17.076
1.031,39.441,15.927,30.287,8.863,16.762,3.828,1.578,13.159,12.914
16.377,9.783,11.585,16.778,1.116,15.779,20.914,13.903,0.683,25.284
15.961,23.747,17.894,1.344,8.486,0.105,9.583,31.621,2.591,0.340
2.766,25.493,4.826,0.340,14.685,0.000,12.463,17.969,14.804,27.798
3.103,11.153,9.144,5.312,2.132,0.049,35.679,19.610,0.236,1.241
19.650,13.192,19.507,7.219,25.226,17.029,1.510,0.221,5.867,27.865
0.456,25.693,18.555,11.972,21.453,5.615,1.964,3.300,12.160,31.249
33.069,0.796,1.389,1.317,4.053,0.050,3.327,15.266,0.779,3.769
13.900,5.629,6.134,2.407,35.367,3.941,5.525,16.746,7.996,5.212
7.088,16.165,6.301,1.035,0.529,22.105,5.865,1.195,25.851,4.085
9.940,11.788,3.529,0.031,13.420,28.566,11.047,0.614,4.789,10.768
20.369,4.869,0.764,3.151,24.456,31.399,6.853,7.875,23.929,4.259
22.227,0.684,42.328,16.129,16.132,16.123,3.008,30.835,0.703,23.440
1.946,12.011,2.915,11.801,4.247,0.114,6.498,11.410,5.498,5.591
16.465,11.199,30.767,3.305,22.921,4.284,10.806,14.737,5.223,5.016
17.687,23.472,22.146,42.166,24.637,31.229,4.868,3.976,2.833,13.419
3.507,32.813,28.459,3.747,27.063,1.094,12.484,0.839,0.087,15.570
19.809,31.018,9.624,45.092,12.783,9.446,15.806,15.296,1.481,10.128
3.405,0.202,14.111,2.374,42.299,8.317,12.298,4.312,12.103,15.950
0.023,6.932,5.961,0.817,2.131,13.174,20.676,3.564,15.955,21.206
3.163,14.012,0.960,5.810,13.262,2.168,22.078,26.651,1.323,5.963
20.488,1.780,15.507,7.282,16.524,3.672,25.421,0.933,11.430,36.164
0.407,12.072,16.990,2.425,6.585,24.096,0.421,1.857,12.283,14.695
14.311,11.800,5.769,1.448,15.052,3.148,2.042,6.190,4.652,37.013
24.450,21.253,1.121,14.044,16.890,15.086,20.663,2.018,4.916,18.709
11.613,19.908,4.157,4.921,41.754,10.798,18.424,7.801,11.439,9.193
17.723,10.203,36.472,0.655,5.658,9.037,5.160,38.049,42.604,1.248
45.594,32.643,8.164,9.466,12.298,3.957,4.382,12.542,6.366,28.821
9.049,9.436,30.168,23.902,4.859,3.713,4.074,3.553,4.473,0.659
1.149,11.734,10.627,1.604,22.401,6.331,7.425,4.773,23.384,6.060
17.851,6.403,5.165,4.022,11.559,9.945,2.013,19.362,18.960,16.935
21.155,14.190,14.442,9.088,0.351,18.532,3.216,19.520,3.903,21.555
1.789,19.800,15.774,23.607,5.990,13.894,26.873,16.708,3.677,6.486
2.751,14.782,2.275,0.662,15.777,7.445,8.683,3.350,0.377,8.766
1.665,22.326,9.383,16.269,0.033,23.132,18.947,0.851,14.015,25.543
7.984,16.042,8.992,16.360,1.475,6.097,13.528,2.712,33.697,8.981
7.162,20.665,0.343,20.882,24.038,12.913,2.769,34.487,30.434,20.203
0.615,22.273,0.314,1.830,34.977,10.811,6.873,5.396,33.346,15.395
20.419,30.470,0.958,27.420,20.580,21.052,25.109,12.759,9.392,9.717
21.743,13.972,2.493,1.880,11.711,0.888,11.090,6.469,29.911,5.278
1.756,9.624,18.760,30.437,10.452,0.104,28.997,13.257,2.234,13.453
0.449,0.618,0.045,24.503,9.426,0.382,13.884,16.317,1.899,29.249
14.156,4.022,0.565,3.779,8.404,0.386,31.771,9.066,18.639,10.177
24.540,21.706,11.306,35.191,36.864,22.421,11.893,19.762,25.514,23.389
20.888,0.482,14.672,13.863,34.338,1.661,9.140,2.711,11.260,5.138
8.127,6.133,0.526,21.395,14.914,14.413,21.546,4.768,8.704,19.890
23.583,0.124,2.966,11.481,0.230,8.232,19.146,13.055,22.416,3.124
1.420,13.362,4.147,30.012,0.614,35.284,22.324,1.837,1.399,22.109
7.041,33.305,4.894,13.836,34.189,3.049,8.335,6.291,17.636,0.558
8.602,4.973,1.659,5.096,41.070,16.655,3.510,0.494,9.384,35.712
5.824,3.663,28.093,21.079,0.180,22.753,0.184,24.862,0.624,9.940
2.562,3.734,1.013,1.250,10.766,8.273,1.552,11.495,1.053,31.314
15.374,13.066,11.251,4.868,5.043,26.071,4.385,11.892,24.302,1.254
33.560,8.630,10.759,28.027,21.160,38.221,24.066,20.163,12.388,11.095
27.127,35.148,9.587,3.384,11.163,0.910,13.974,5.236,8.536,39.842
20.241,8.998,15.055,38.004,17.261,10.159,1.770,1.592,7.618,19.151
12.065,3.762,0.696,15.519,12.243,20.213,29.870,24.106,0.882,37.548
22.848,16.725,5.263,4.095,1.701,25.818,14.263,21.519,8.260,5.361
6.929,11.559,11.872,9.769,2.705,6.075,0.593,21.826,21.059,2.192
38.946,11.034,7.726,1.208,16.875,6.113,2.945,1.295,7.580,44.969
14.705,17.633,7.721,38.800,13.709,20.097,1.948,2.174,24.749,18.492
5.653,11.205,2.425,5.048,0.106,25.236,1.060,0.015,33.152,16.470
11.091,2.632,1.546,13.031,1.413,14.920,8.574,18.343,27.703,11.117
12.013,7.449,11.474,12.935,9.445,14.364,3.646,2.140,0.133,12.572
4.929,33.987,12.247,0.682,13.975,6.614,0.312,6.080,4.604,11.757
0.118,4.626,32.438,7.231,23.094,8.962,0.931,11.459,7.234,20.302
44.652,16.507,14.316,33.922,2.032,4.675,15.336,13.666,5.352,22.274
22.545,1.287,20.184,3.773,3.768,4.655,1.779,14.226,18.088,5.599
10.651,6.664,22.452,3.364,13.261,5.330,3.032,2.011,11.229,7.625
31.909,0.237,2.331,30.088,2.624,7.545,0.242,27.551,6.334,21.799
11.742,1.745,33.003,19.575,3.440,4.997,38.945,10.257,11.237,4.756
5.501,19.173,3.922,10.950,3.442,5.500,8.469,12.678,9.160,35.748
13.333,7.495,8.499,16.860,3.887,1.749,21.830,29.844,32.122,27.494
7.997,1.071,9.639,5.888,17.970,12.213,21.109,12.612,1.450,17.382
12.869,30.872,34.066,2.562,16.160,19.701,1.538,0.318,1.883,5.580
33.513,37.143,11.222,33.587,7.252,0.983,29.755,16.133,4.504,2.684
5.036,22.708,12.911,20.875,20.553,22.645,30.545,16.529,0.145,25.278
38.865,8.790,18.851,10.102,6.638,16.370,13.427,9.936,5.038,26.435
14.369,3.866,41.969,3.864,37.057,17.518,11.680,0.525,0.186,0.817
35.192,31.905,1.452,4.405,2.360,24.581,6.126,8.117,12.702,17.795
5.206,10.024,0.936,6.717,2.785,29.679,8.596,13.224,5.027,19.544
